ID,Name,Number,Street,ZIP,Phone,Cuisine,An Inspection,,,,Score,,,,Lat,Lng,List of Violation Codes
41153301,MACDOUGAL STREET ALE HOUSE,122,MACDOUGAL STREET,10012,2122540006,American,9/28/2011,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,32,9/28/2011,11/14/2014,Cycle Inspection / Re-inspection,40.729846,-74.000296,04L-04A-04H
41337465,CAFE SELECT,212,LAFAYETTE STREET,10012,2129259322,Eastern European,10/1/2013,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",32,10/1/2013,11/14/2014,Cycle Inspection / Re-inspection,40.721817,-73.997936,06E-06D-04C
40367329,EMERALD PUB,308,SPRING STREET,10013,2122268512,American,7/26/2011,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,32,7/26/2011,11/14/2014,Cycle Inspection / Re-inspection,40.725807,-74.008494,04A-04L-04H
40364668,MARCHIS RESTAURANT,251,EAST   31 STREET,10016,2126792494,Italian,6/19/2013,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,32,6/19/2013,11/14/2014,Cycle Inspection / Re-inspection,40.743202,-73.977555,04L-04N-06D
41588273,MACHIAVELLI,519,COLUMBUS AVENUE,10024,2127242658,French,9/7/2012,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",32,9/7/2012,11/14/2014,Cycle Inspection / Re-inspection,40.785858,-73.972387,04N-06D-04A
40785901,TOBACCO ROAD,355,WEST   41 STREET,10036,2129471188,American,1/11/2014,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,32,1/11/2014,11/14/2014,Cycle Inspection / Re-inspection,40.757773,-73.99254,04L-04A-05D
40871070,ACQUA,718,AMSTERDAM AVENUE,10025,2122222752,Italian,1/4/2014,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",32,1/4/2014,11/14/2014,Cycle Inspection / Re-inspection,40.793391,-73.971253,06C-02G-02B
41651729,PROVOCON,1495,ST NICHOLAS AVENUE,10033,2127950001,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",4/23/2014,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,32,4/23/2014,11/14/2014,Cycle Inspection / Re-inspection,40.851657,-73.932393,04A-04L-02G
41696210,CITY COLLEGE MARSHAK CAFE,160,CONVENT AVENUE,10031,2126506771,American,4/5/2013,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,32,4/5/2013,11/14/2014,Pre-permit (Operational) / Re-inspection,40.819631,-73.950516,04A-05H-04L
41441928,NEW DOUBLE DRAGON,37,1 AVENUE,10003,2125980730,Chinese,2/9/2012,Violations were cited in the following area(s).,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,32,2/9/2012,11/14/2014,Cycle Inspection / Re-inspection,40.724243,-73.988104,04K
40394176,MOONSTRUCK EAST,449,THIRD AVENUE,10016,2122131100,American,1/11/2012,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,32,1/11/2012,11/14/2014,Cycle Inspection / Re-inspection,40.743595,-73.979268,04L-04L-02G
40397797,TOAD HALL,57,GRAND STREET,10013,2124318145,American,1/26/2012,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,32,1/26/2012,11/14/2014,Cycle Inspection / Re-inspection,40.722085,-74.003653,04L
50003772,SING HUANG RESTAURANT,111,LAFAYETTE STREET,10013,2122740690,Chinese,10/14/2014,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",32,10/14/2014,11/14/2014,Cycle Inspection / Re-inspection,40.718119,-74.000533,06C-02G-02B
41718710,BCD TOFU HOUSE,5,WEST   32 STREET,10001,2129671900,Korean,1/27/2014,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",32,1/27/2014,11/14/2014,Cycle Inspection / Re-inspection,40.747586,-73.985986,06E-02G-04J
41707875,NEW GOLDEN STAR RESTAURANT,4247,BROADWAY,10033,2129285454,Chinese,9/9/2014,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,32,9/9/2014,11/14/2014,Cycle Inspection / Re-inspection,40.849857,-73.936376,04L-04M-06A
41202176,TED'S MONTANA GRILL,110,WEST   51 STREET,10019,2122455220,American,2/14/2014,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",32,2/14/2014,11/14/2014,Cycle Inspection / Re-inspection,40.760719,-73.980891,04N-04C-06B
41450361,FREDA'S,993,COLUMBUS AVENUE,10025,6464389832,Caribbean,3/27/2012,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",32,3/27/2012,11/14/2014,Cycle Inspection / Re-inspection,40.800907,-73.961313,04N-02G-02B
41294786,UNCLE JACK'S STEAKHOUSE,44,WEST   56 STREET,10019,2122451550,Steak,10/2/2013,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",32,10/2/2013,11/14/2014,Cycle Inspection / Re-inspection,40.762982,-73.976695,06E-02G-04N
41694159,HARLEM ON FIFTH - SHELL'S BISTRO,2150,5 AVENUE,10037,2122345600,Continental,12/9/2013,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",32,12/9/2013,11/14/2014,Cycle Inspection / Re-inspection,40.810681,-73.939505,06C-04L-04H
40957398,KUMA INN,113,LUDLOW STREET,10002,2123538866,Thai,1/17/2012,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",32,1/17/2012,11/14/2014,Cycle Inspection / Re-inspection,40.719444,-73.988794,06E-02G-04L
41374941,MARKET DINER,572,11 AVENUE,10036,2122442888,American,1/6/2014,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,32,1/6/2014,11/14/2014,Cycle Inspection / Re-inspection,40.761555,-73.997364,04L-02G-02B
41219793,THE MONKEY ROOM,589,FORT WASHINGTON AVENUE,10033,2125439888,American,11/1/2011,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,32,11/1/2011,11/14/2014,Cycle Inspection / Re-inspection,40.854958,-73.937227,05D-04N-04A
40823209,COMIC STRIP,1568,2 AVENUE,10028,2128619386,American,10/25/2012,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,32,10/25/2012,11/14/2014,Cycle Inspection / Re-inspection,40.774806,-73.953558,04L-06D-04H
41138581,COLOMBUS AVE DELI & COFE,556,COLUMBUS AVENUE,10024,2127219040,Delicatessen,3/21/2012,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",32,3/21/2012,11/14/2014,Cycle Inspection / Re-inspection,40.787163,-73.971968,06C-04L-04A
40971149,OH TAISHO,9,ST MARKS PLACE,10003,2126731300,Japanese,2/13/2013,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",32,2/13/2013,11/14/2014,Cycle Inspection / Re-inspection,40.729435,-73.989127,04N-02G-06E
41591831,LA OAXAQUENA RESTAURANT,1969,AMSTERDAM AVENUE,10032,2122837752,Mexican,5/2/2013,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,32,5/2/2013,11/14/2014,Cycle Inspection / Re-inspection,40.833132,-73.941464,04M
41469619,FIKA,66,PEARL STREET,10004,6468376588,Scandinavian,9/5/2012,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",32,9/5/2012,11/14/2014,Cycle Inspection / Re-inspection,40.703529,-74.010898,06D-04L-05H
41617526,PROLETARIAT NY,102,ST MARKS PLACE,10009,2127776707,American,2/12/2013,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,32,2/12/2013,11/14/2014,Cycle Inspection / Re-inspection,40.727084,-73.984676,04L
50000220,DIVISION 31 RESTAURANT,31,DIVISION STREET,10002,2122199787,Chinese,1/28/2014,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,32,1/28/2014,11/14/2014,Cycle Inspection / Re-inspection,40.713978,-73.996008,06F-04L-06D
50000898,NAGASAKI SUSHI RESTAURANT,109,ELDRIDGE STREET,10002,2122191555,Japanese,8/29/2014,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,32,8/29/2014,11/14/2014,Cycle Inspection / Re-inspection,40.718204,-73.992233,04M-02G-06F
41636858,ZOOB ZIB THAI NOODLE / AURA,460462,9TH AVE,10018,2129718530,Thai,2/12/2014,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",32,2/12/2014,11/14/2014,Cycle Inspection / Re-inspection,39.111064,-84.472935,06C-04K-06D
41093239,FLORENCIA 13,185,SULLIVAN STREET,10012,2126776830,Tex-Mex,4/4/2014,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,32,4/4/2014,11/14/2014,Cycle Inspection / Re-inspection,40.728348,-74.000661,04L-04A-02G
40996365,POPEYES CHICKEN & BISCUITS,75,LEXINGTON AVENUE,10010,2127257033,Chicken,7/7/2014,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",32,7/7/2014,11/14/2014,Cycle Inspection / Re-inspection,40.741154,-73.983259,04N-04N
41272891,THE KATI ROLL COMPANY,49,WEST   39 STREET,10018,2127304280,Indian,3/24/2014,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",32,3/24/2014,11/14/2014,Cycle Inspection / Re-inspection,40.752803,-73.984577,04N
50002761,tonnies minis cupcakes,4734,BROADWAY,10040,2128315292,Bakery,5/30/2014,Violations were cited in the following area(s).,05H,"No facilities available to wash, rinse and sanitize utensils and/or equipment.",32,5/30/2014,11/14/2014,Pre-permit (Operational) / Re-inspection,40.86493,-73.928508,05H
41528486,LEGEND BAR & RESTAURANT,88,7 AVENUE,10011,2129291778,Chinese,2/26/2013,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,32,2/26/2013,11/14/2014,Cycle Inspection / Re-inspection,40.739605,-73.999303,04M-06D-04L
40561058,MIYAGI JAPANESE HOME COOKING,220,WEST   13 STREET,10011,2126203830,Japanese,5/6/2014,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",32,5/6/2014,11/14/2014,Cycle Inspection / Re-inspection,40.738182,-74.001456,04H-04L-06E
41534162,PERCY'S TAVERN,210,AVENUE A,10009,2124737770,Irish,7/1/2011,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",32,7/1/2011,11/14/2014,Cycle Inspection / Re-inspection,40.729735,-73.980607,04N-04H-04A
41061112,T & R PIZZA,411,AMSTERDAM AVENUE,10024,2127874093,Pizza,12/27/2012,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,32,12/27/2012,11/14/2014,Cycle Inspection / Re-inspection,40.783486,-73.97778,04L-02G
41529795,JIMMY'S HOUSE CHINESE CUISINE,162,EAST   25 STREET,10010,2127257888,Chinese,5/19/2014,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",32,5/19/2014,11/14/2014,Cycle Inspection / Re-inspection,40.740297,-73.982682,04J-02B-02G
