,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,Address,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
41606848,BAOHAUS,MANHATTAN,238,EAST   14 STREET,10003,6466698889,Chinese,6/13/2012,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","238 EAST   14 STREET, New York City, NY 10003",28,C,6/13/2012,11/14/2014,Cycle Inspection / Re-inspection
41685149,MURRAY BAR,MANHATTAN,58,EAST 34 STREET,10016,6465908463,American,3/18/2014,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","58 EAST 34 STREET, New York City, NY 10016",28,C,3/18/2014,11/14/2014,Cycle Inspection / Re-inspection
41011887,THE CITY BAKERY,MANHATTAN,3,WEST   18 STREET,10011,2123661414,American,12/12/2013,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,"3 WEST   18 STREET, New York City, NY 10011",28,C,12/12/2013,11/14/2014,Cycle Inspection / Re-inspection
41011887,THE CITY BAKERY,MANHATTAN,3,WEST   18 STREET,10011,2123661414,American,12/12/2013,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility�s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","3 WEST   18 STREET, New York City, NY 10011",28,C,12/12/2013,11/14/2014,Cycle Inspection / Re-inspection
41206002,SNACK DRAGON,MANHATTAN,199,EAST    3 STREET,10009,2124737257,Tex-Mex,12/21/2011,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,"199 EAST    3 STREET, New York City, NY 10009",28,C,12/21/2011,11/14/2014,Cycle Inspection / Re-inspection
41336612,LE POISSON ROUGE,MANHATTAN,158,BLEECKER STREET,10012,2125053474,French,3/13/2012,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,"158 BLEECKER STREET, New York City, NY 10012",28,C,3/13/2012,11/14/2014,Cycle Inspection / Re-inspection
41488530,HANG LEE RESTAURANT,MANHATTAN,666,WEST 204 STREET,10034,2129420927,Chinese,9/26/2012,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,"666 WEST 204 STREET, New York City, NY 10034",28,C,9/26/2012,11/14/2014,Cycle Inspection / Re-inspection
40387890,TRE GIOVANI PIZZA & PASTA,MANHATTAN,548,LA GUARDIA PLACE,10012,2124757420,Italian,12/21/2011,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,"548 LA GUARDIA PLACE, New York City, NY 10012",28,C,12/21/2011,11/14/2014,Cycle Inspection / Re-inspection
50001832,AMUSE WINE BAR,MANHATTAN,121,LUDLOW STREET,10002,2124770100,American,7/16/2014,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,"121 LUDLOW STREET, New York City, NY 10002",28,C,7/16/2014,11/14/2014,Cycle Inspection / Re-inspection
41707945,SUBWAY,MANHATTAN,227,1 AVENUE,10003,2129821800,Sandwiches,10/22/2013,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.","227 1 AVENUE, New York City, NY 10003",28,C,10/22/2013,11/14/2014,Cycle Inspection / Re-inspection
41576783,BELLA DONNA CAFE,MANHATTAN,191,PRINCE STREET,10012,2127777005,Italian,3/24/2014,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,"191 PRINCE STREET, New York City, NY 10012",28,C,3/24/2014,11/14/2014,Cycle Inspection / Re-inspection
41193088,MOJITO'S,MANHATTAN,227,EAST 116 STREET,10029,2128288635,Mexican,11/18/2013,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.","227 EAST 116 STREET, New York City, NY 10029",28,C,11/18/2013,11/14/2014,Cycle Inspection / Re-inspection
50001832,AMUSE WINE BAR,MANHATTAN,121,LUDLOW STREET,10002,2124770100,American,7/16/2014,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility�s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","121 LUDLOW STREET, New York City, NY 10002",28,C,7/16/2014,11/14/2014,Cycle Inspection / Re-inspection
41721563,BOMBAYDUCK CO.,MANHATTAN,190,BLEECKER STREET,10012,2125292900,Indian,6/18/2013,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,"190 BLEECKER STREET, New York City, NY 10012",28,C,6/18/2013,11/14/2014,Pre-permit (Operational) / Re-inspection
41660323,KENNEDY FRIED CHICKEN,MANHATTAN,536,EAST 14 STREET,10009,2125296166,Chicken,9/29/2014,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,"536 EAST 14 STREET, New York City, NY 10009",28,C,9/29/2014,11/14/2014,Cycle Inspection / Re-inspection
41721563,BOMBAYDUCK CO.,MANHATTAN,190,BLEECKER STREET,10012,2125292900,Indian,6/18/2013,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,"190 BLEECKER STREET, New York City, NY 10012",28,C,6/18/2013,11/14/2014,Pre-permit (Operational) / Re-inspection
41206002,SNACK DRAGON,MANHATTAN,199,EAST    3 STREET,10009,2124737257,Tex-Mex,12/21/2011,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,"199 EAST    3 STREET, New York City, NY 10009",28,C,12/21/2011,11/14/2014,Cycle Inspection / Re-inspection
40387890,TRE GIOVANI PIZZA & PASTA,MANHATTAN,548,LA GUARDIA PLACE,10012,2124757420,Italian,12/21/2011,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,"548 LA GUARDIA PLACE, New York City, NY 10012",28,C,12/21/2011,11/14/2014,Cycle Inspection / Re-inspection
40387890,TRE GIOVANI PIZZA & PASTA,MANHATTAN,548,LA GUARDIA PLACE,10012,2124757420,Italian,12/21/2011,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","548 LA GUARDIA PLACE, New York City, NY 10012",28,C,12/21/2011,11/14/2014,Cycle Inspection / Re-inspection
41384201,SANDRO'S,MANHATTAN,306,EAST   81 STREET,10028,2122887374,Italian,3/19/2013,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,"306 EAST   81 STREET, New York City, NY 10028",28,C,3/19/2013,11/14/2014,Cycle Inspection / Re-inspection
41707945,SUBWAY,MANHATTAN,227,1 AVENUE,10003,2129821800,Sandwiches,10/22/2013,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,"227 1 AVENUE, New York City, NY 10003",28,C,10/22/2013,11/14/2014,Cycle Inspection / Re-inspection
40732665,KATZ'S DELICATESSEN,MANHATTAN,205,EAST HOUSTON STREET,10002,2122542246,Delicatessen,12/30/2013,Violations were cited in the following area(s).,04D,"Food worker does not wash hands thoroughly after using the toilet, coughing, sneezing, smoking, eating, preparing raw foods or otherwise contaminating hands.","205 EAST HOUSTON STREET, New York City, NY 10002",28,C,12/30/2013,11/14/2014,Cycle Inspection / Re-inspection
41599911,INCOGNITO BISTRO,MANHATTAN,30,WEST   18 STREET,10011,2124141231,Continental,3/31/2014,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.","30 WEST   18 STREET, New York City, NY 10011",28,C,3/31/2014,11/14/2014,Cycle Inspection / Re-inspection
41643561,JERUSALEM CAFE,MANHATTAN,35,WEST   36 STREET,10018,2123981475,Jewish/Kosher,6/4/2013,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,"35 WEST   36 STREET, New York City, NY 10018",28,C,6/4/2013,11/14/2014,Cycle Inspection / Re-inspection
41566907,LAS PANTERAS NEGRAS RESTAURANT,MANHATTAN,2130,2 AVENUE,10029,9174927730,Mexican,2/3/2014,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,"2130 2 AVENUE, New York City, NY 10029",28,C,2/3/2014,11/14/2014,Cycle Inspection / Re-inspection
41555344,FRESH WOK,MANHATTAN,1777,1 AVENUE,10128,2128287688,Chinese,2/1/2012,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","1777 1 AVENUE, New York City, NY 10128",28,C,2/1/2012,11/14/2014,Cycle Inspection / Re-inspection
50003732,ALL'ONDA,MANHATTAN,22,EAST 13 STREET,10003,2122312236,Italian,4/28/2014,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,"22 EAST 13 STREET, New York City, NY 10003",28,C,4/28/2014,11/14/2014,Cycle Inspection / Re-inspection
41586885,CENTRA`L MARKET ALL AMERICAN GRILL ( staten island ferry terminal),MANHATTAN,4,SOUTH STREET,10004,2125145220,American,9/18/2014,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,"4 SOUTH STREET, New York City, NY 10004",28,C,9/18/2014,11/14/2014,Cycle Inspection / Re-inspection
41605289,EARL OF SANDWICH,MANHATTAN,1290,AVENUE OF THE AMERICAS,10119,2122479246,American,10/3/2014,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,"1290 AVENUE OF THE AMERICAS, New York City, NY 10119",28,C,10/3/2014,11/14/2014,Cycle Inspection / Re-inspection
50003732,ALL'ONDA,MANHATTAN,22,EAST 13 STREET,10003,2122312236,Italian,4/28/2014,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,"22 EAST 13 STREET, New York City, NY 10003",28,C,4/28/2014,11/14/2014,Cycle Inspection / Re-inspection
41605289,EARL OF SANDWICH,MANHATTAN,1290,AVENUE OF THE AMERICAS,10119,2122479246,American,10/3/2014,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,"1290 AVENUE OF THE AMERICAS, New York City, NY 10119",28,C,10/3/2014,11/14/2014,Cycle Inspection / Re-inspection
41011887,THE CITY BAKERY,MANHATTAN,3,WEST   18 STREET,10011,2123661414,American,12/12/2013,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,"3 WEST   18 STREET, New York City, NY 10011",28,C,12/12/2013,11/14/2014,Cycle Inspection / Re-inspection
41218916,TINA'S RESTAURANT,MANHATTAN,23,WEST 56 STREET,10019,2123154313,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",3/25/2014,Violations were cited in the following area(s).,04D,"Food worker does not wash hands thoroughly after using the toilet, coughing, sneezing, smoking, eating, preparing raw foods or otherwise contaminating hands.","23 WEST 56 STREET, New York City, NY 10019",28,C,3/25/2014,11/14/2014,Cycle Inspection / Re-inspection
41586885,CENTRA`L MARKET ALL AMERICAN GRILL ( staten island ferry terminal),MANHATTAN,4,SOUTH STREET,10004,2125145220,American,9/18/2014,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility�s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","4 SOUTH STREET, New York City, NY 10004",28,C,9/18/2014,11/14/2014,Cycle Inspection / Re-inspection
41630020,DOUBLETREE GREENHOUSE 36,MANHATTAN,341,WEST   36 STREET,10018,2125428990,Continental,12/7/2011,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility�s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","341 WEST   36 STREET, New York City, NY 10018",28,C,12/7/2011,11/14/2014,Pre-permit (Operational) / Re-inspection
41630020,DOUBLETREE GREENHOUSE 36,MANHATTAN,341,WEST   36 STREET,10018,2125428990,Continental,12/7/2011,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,"341 WEST   36 STREET, New York City, NY 10018",28,C,12/7/2011,11/14/2014,Pre-permit (Operational) / Re-inspection
41184311,WINSTON & TEE EXPRESS JERK CHICKEN AND CARIBBEAN,MANHATTAN,1257,PARK AVENUE,10029,2128606831,Caribbean,7/5/2013,Violations were cited in the following area(s).,03A,Food from unapproved or unknown source or home canned. Reduced oxygen packaged (ROP) fish not frozen before processing; or ROP foods prepared on premises transported to another site.,"1257 PARK AVENUE, New York City, NY 10029",28,C,7/5/2013,11/14/2014,Cycle Inspection / Re-inspection
41193088,MOJITO'S,MANHATTAN,227,EAST 116 STREET,10029,2128288635,Mexican,11/18/2013,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,"227 EAST 116 STREET, New York City, NY 10029",28,C,11/18/2013,11/14/2014,Cycle Inspection / Re-inspection
41655272,PAPI'S PIZZERIA,MANHATTAN,1422,ST NICHOLAS AVENUE,10033,6466926840,Pizza,10/26/2012,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,"1422 ST NICHOLAS AVENUE, New York City, NY 10033",28,C,10/26/2012,11/14/2014,Cycle Inspection / Re-inspection
